"rsmi","temp","Output"
"CC1=CN=CC(Br)=C1*NC1=CC=CC=C1C*N(c1c(C)cccc1)c1cc(C)cnc1","",1.0453563047432444
"CC1=NC=CC(Br)=C1*NC1=CC=CC=C1C*N(c1c(C)cccc1)c1cc(C)ncc1","",-0.41544058837973663
"CC1=CC=CC(Br)=N1*NC1=CC=CC=C1C*N(c1c(C)cccc1)c1nc(C)ccc1","",0.3900448774733345
"FC1=CC(Br)=NC=C1*NC1=CC=CC=C1C*Fc1cc(Nc2c(C)cccc2)ncc1","",-0.15785045267931408
"FC1=CN=CC(Br)=C1*NC1=CC=CC=C1C*Fc1cc(Nc2c(C)cccc2)cnc1","",-0.12687958227062857
"FC1=NC=CC(Br)=C1*NC1=CC=CC=C1C*Fc1nccc(Nc2c(C)cccc2)c1","",-0.48507437810878673
"N#CC1=C(Br)C=NC=C1*NC1=CC=CC=C1C*N#Cc1c(Nc2c(C)cccc2)cncc1","",-0.6028965605413453
"CC1=CN=CC(Br)=C1*NC1=CC=C(C)C=C1*N(c1cc(C)cnc1)c1ccc(C)cc1","",0.8132890182835584
"CC1=NC=CC(Br)=C1*NC1=CC=C(C)C=C1*N(c1cc(C)ncc1)c1ccc(C)cc1","",-0.6566479186449441
"CC1=CC=CC(Br)=N1*NC1=CC=C(C)C=C1*N(c1nc(C)ccc1)c1ccc(C)cc1","",0.405574886116683
"FC1=CN=CC(Br)=C1*NC1=CC=C(C)C=C1*Fc1cc(Nc2ccc(C)cc2)cnc1","",-0.24010361328038554
"FC1=NC=CC(Br)=C1*NC1=CC=C(C)C=C1*Fc1nccc(Nc2ccc(C)cc2)c1","",-0.49619974899971975
"N#CC1=C(Br)C=NC=C1*NC1=CC=C(C)C=C1*N#Cc1c(Nc2ccc(C)cc2)cncc1","",-0.5813129001745637
"N#CC1=C(Br)C=CN=C1*NC1=CC=C(C)C=C1*N#Cc1c(Nc2ccc(C)cc2)ccnc1","",-1.31365433328014
"CC1=CN=CC(Br)=C1*OC1=CC=CC=C1N*Oc1c(Nc2cc(C)cnc2)cccc1","",-0.44604950387048325
"FC1=CC(Br)=NC=C1*OC1=CC=CC=C1N*Fc1cc(Nc2c(O)cccc2)ncc1","",-0.521558378715918
"FC1=CN=CC(Br)=C1*OC1=CC=CC=C1N*Fc1cc(Nc2c(O)cccc2)cnc1","",-0.47552973193213277
"FC1=NC=CC(Br)=C1*OC1=CC=CC=C1N*Fc1nccc(Nc2c(O)cccc2)c1","",-0.3968018182416285
"N#CC1=C(Br)C=NC=C1*OC1=CC=CC=C1N*Oc1c(Nc2c(C#N)ccnc2)cccc1","",-0.8382170290173216
"CC1=CN=CC(Br)=C1*NC1=CC=CC=C1F*Fc1c(Nc2cc(C)cnc2)cccc1","",1.032548298733464
"CC1=NC=CC(Br)=C1*NC1=CC=CC=C1F*Fc1c(Nc2cc(C)ncc2)cccc1","",0.05285911555589329
"CC1=CC=CC(Br)=N1*NC1=CC=CC=C1F*Fc1c(Nc2nc(C)ccc2)cccc1","",0.14071895746426533
"FC1=CN=CC(Br)=C1*NC1=CC=CC=C1F*Fc1c(Nc2cc(F)cnc2)cccc1","",-0.31672760331103444
"FC1=NC=CC(Br)=C1*NC1=CC=CC=C1F*Fc1c(Nc2cc(F)ncc2)cccc1","",-0.4688745285756938
"N#CC1=C(Br)C=NC=C1*NC1=CC=CC=C1F*Fc1c(Nc2c(C#N)ccnc2)cccc1","",-0.5477158794426733
"N#CC1=C(Br)C=CN=C1*NC1=CC=CC=C1F*Fc1c(Nc2c(C#N)cncc2)cccc1","",-1.313712800628524
"CC1=CN=CC(Br)=C1*FC1=CC(N)=CC=C1*Fc1cc(Nc2cc(C)cnc2)ccc1","",1.0360318402372366
